age	sex	party	party guess	race	ethnicity	precinct	prop value	voted 2010	voted 2011	voted 2012	voted 2013	voted 2014	voted 2015	voted 2016	voted 2017	voted 2018	voted 2019	voted 2020	voted 2021
46	F	D	D	UNKNOWN	BRITISH	2	470.0												
64	M	D	D	WHITE	BRITISH	1	460.0	True	False	False	False	False	False	False	False	False	True	True	False
60	F	D	D	WHITE	BRITISH	3	790.0	False	False	False	True	False	True	True	False	True	True	True	True
61	M	U	U	WHITE	FRENCH	5	470.0	False	False	False	False	False	False	True	False	True	False	False	False
90	F	R	R	WHITE	BRITISH	2	470.0	False	False	False	False	True	False	True	False	False	False	False	False
23	F	U	D	WHITE	BRITISH	2	550.0											False	False
51	M	D	D	WHITE	BRITISH	3	490.0	False	False	False	False	False	False	False	False	True	False	False	False
65	M	U	D	WHITE	BRITISH	5	420.0	False	False	False	False	False	False	False	False	False	True	False	False
23	M	U	D	WHITE	JEWISH	5	480.0											False	False
40	F	D	D	UNKNOWN	BRITISH	2	620.0												False
57	M	U	D	WHITE	ITALIAN	5	490.0	False	False	False	False	True	False	True	False	False	False	False	False
59	M	U	R	WHITE	FRENCH	5	1090.0	False	True	False	False	False	False	False	False	False	True	False	False
20	M	D	D	WHITE	NORDIC	4	690.0											False	False
62	M	U	R	WHITE	BRITISH	3	460.0	False	False	False	True	True	False	True	True	True	True	False	True
51	M	U	D	WHITE	BRITISH	1	590.0							False	False	False	False	False	False
66	M	U	D	WHITE	BRITISH	1	1020.0	False	False	False	False	False	False	False	False	False	False	False	False
70	F	U	R	WHITE	BRITISH	3	650.0	True	False	False	False	False	False	False	False	False	False	False	False
59	F	D	D	WHITE	BRITISH	1	680.0	False	False	False	False	False	False	False	False	False	False	False	False
56	U	D	D	ASIAN	INDIANSUBCONTINENT	5	840.0						False	False	False	False	False	False	False
55	F	U	D	WHITE	JEWISH	4		False	False	False	False	False	False	False	False	False	False	False	False
70	M	U	U	WHITE	BRITISH	3	470.0	True	False	False	False	False	False	False	False	False	False	False	False
20	U	U	D	WHITE	BRITISH	4	390.0											False	False
28	F	U	U	WHITE	BRITISH	4	720.0						False	False	False	False	False	False	False
46	F	D	D	WHITE	HISPANIC	5	470.0	False	False	False	False	True	False	False	False	False	True	True	True
53	U	U	D	WHITE	INDIANSUBCONTINENT	1	210.0	False	False	False	False	False	False	False	False	False	False	False	False
65	F	D	D	WHITE	BRITISH	1	530.0	True	False	False	False	False	False	False	False	False	True	True	True
61	F	D	D	WHITE	HISPANIC	3	670.0	False	False	False	True	False	True	True	True	False	True	False	True
38	M	D	D	WHITE	MUSLIM	4	600.0				False	False	False	False	False	False	False	False	False
56	F	D	D	UNKNOWN	BRITISH	4	920.0	False	False	False	True	False	True	True	True	True	True	False	False
21	M	R	R	WHITE	FRENCH	4	530.0										False	False	False
53	M	U	D	WHITE	BRITISH	2	780.0	False	False	False	False	False	False	True	False	False	False	False	False
23	M	U	U	UNKNOWN	BRITISH	1	380.0								False	False	False	False	False
22	F	U	D	WHITE	BRITISH	2	410.0									True	True	True	True
48	M	U	R	WHITE	FRENCH	4	460.0				False	False	False	False	False	False	False	False	False
49	M	U	U	WHITE	JEWISH	2	720.0	False	False	False	False	False	False	False	False	False	False	False	False
66	M	U	D	WHITE	JEWISH	4	390.0	True	False	False	False	False	False	True	False	True	True	False	True
28	F	U	D	WHITE	JEWISH	5	600.0		False	False	False	False	False	False	False	False	False	False	False
45	M	R	R	WHITE	BRITISH	1	520.0	False	False	False	False	True	False	False	False	False	False	False	True
53	M	R	R	WHITE	BRITISH	2	460.0	False	False	False	False	True	False	True	False	False	True	False	False
50	U	U	D	ASIAN	INDIANSUBCONTINENT	5	530.0								False	False	False	False	False
67	M	U	R	WHITE	BRITISH	2	630.0	False	False	False	True	False	False	False	False	False	False	False	False
72	M	D	D	BLACK	BRITISH	3	760.0			False	False	False	False	False	False	False	False	False	False
46	M	R	R	UNKNOWN	BRITISH	5													
63	U	U	D	WHITE	BRITISH	4	490.0			False	False	False	False	False	False	False	False	False	False
39	U	D	D	ASIAN	INDIANSUBCONTINENT	2	640.0											False	True
47	M	U	U	WHITE	EASTEUROPEAN	4	610.0				False	False	False	False	False	False	False	False	False
19	M	U	U	WHITE	BRITISH	2	660.0										False	False	False
36	F	U	U	WHITE	BRITISH	3	580.0											True	True
36	F	U	D	WHITE	INDIANSUBCONTINENT	1	610.0								False	False	True	False	False
34	M	U	U	WHITE	BRITISH	5	560.0	False	False	False	False	False	False	False	False	False	False	False	False
24	F	D	D	WHITE	JEWISH	3	560.0								False	False	False	False	False
85	F	D	D	UNKNOWN	EASTEUROPEAN	1													False
50	F	U	U	ASIAN	INDIANSUBCONTINENT	5	510.0										False	False	False
72	U	U	R	WHITE	ITALIAN	4	400.0	False	False	False	False	False	False	False	False	False	True	False	False
18	M	D	D	UNKNOWN	EASTEUROPEAN	1	490.0											False	False
42	M	D	D	WHITE	NORDIC	3	520.0	False	False	False	False	False	False	False	False	False	False	False	False
57	M	R	R	WHITE	BRITISH	4	580.0	True	False	False	False	False	False	False	False	False	True	True	False
81	F	U	D	WHITE	BRITISH	2	690.0	False	False	False	True	True	True	True	False	False	False	False	True
22	M	U	U	WHITE	BRITISH	2	920.0										False	False	False
73	M	D	D	WHITE	JEWISH	3	470.0	False	False	False	True	False	True	True	True	True	True	True	True
58	F	R	R	WHITE	FRENCH	5	630.0	False	False	False	False	False	False	False	False	False	False	False	False
76	M	D	D	WHITE	BRITISH	2	580.0	False	False	False	False	False	False	False	False	False	False	False	False
66	F	U	R	WHITE	BRITISH	4	390.0	False	False	False	False	False	False	False	False	False	False	False	False
47	M	D	D	WHITE	BRITISH	3	670.0									False	False	False	False
62	F	D	D	WHITE	JEWISH	1	710.0	False	False	False	False	False	False	False	False	True	False	True	False
45	U	U	U	ASIAN	EASTASIAN	2	460.0						False	False	False	False	False	False	False
26	F	U	U	WHITE	JEWISH	4	740.0								False	False	False	False	False
18	M	U	U	UNKNOWN	JEWISH	2	1610.0											False	False
23	M	U	D	WHITE	BRITISH	1	440.0								False	False	False	False	False
59	M	D	D	WHITE	BRITISH	1	420.0	False	False	False	False	False	False	False	False	False	False	False	False
67	F	D	D	WHITE	JEWISH	4	450.0						False	True	False	True	True	False	False
42	F	D	D	WHITE	BRITISH	5	390.0	False	False	False	False	True	False	True	True	True	True	True	True
32	M	U	U	WHITE	EASTEUROPEAN	3	460.0	False	False	False	False	False	False	False	False	False	False	False	False
81	F	U	U	ASIAN	INDIANSUBCONTINENT	2	840.0											False	False
58	M	D	D	WHITE	BRITISH	1	500.0	False	False	False	False	False	False	False	False	False	False	False	False
57	F	U	D	WHITE	JEWISH	1	650.0	False	False	False	False	False	False	False	False	False	False	False	True
60	U	U	D	ASIAN	INDIANSUBCONTINENT	2	770.0		False	False	False	False	False	False	False	True	False	False	False
26	F	U	D	WHITE	JEWISH	5	660.0					False	False	False	False	False	False	False	False
79	M	U	R	WHITE	BRITISH	2	490.0	False	False	False	False	False	False	False	False	False	False	False	False
51	F	U	R	WHITE	EASTEUROPEAN	3	590.0		False	False	False	False	False	True	False	False	False	False	False
25	F	U	D	ASIAN	HISPANIC	2	530.0						False	True	False	False	False	False	True
68	F	D	D	WHITE	JEWISH	1	510.0	False	False	False	False	False	False	False	False	False	True	True	False
55	M	U	U	ASIAN	MUSLIM	4	470.0											False	False
43	F	U	U	WHITE	BRITISH	3	970.0								False	False	False	False	False
34	M	U	U	WHITE	BRITISH	1	180.0											False	False
41	M	U	D	WHITE	JEWISH	3	420.0	True	False	False	False	False	False	True	False	True	True	True	True
70	F	U	D	WHITE	JEWISH	1	940.0	True	False	False	False	False	False	False	False	False	False	False	False
63	M	U	R	WHITE	JEWISH	2	890.0	False	False	False	False	True	False	False	False	False	False	False	False
52	F	D	D	ASIAN	EASTASIAN	2	500.0				False	False	False	False	False	False	False	False	False
49	F	U	U	WHITE	EASTEUROPEAN	2	580.0										False	False	False
39	F	D	D	ASIAN	INDIANSUBCONTINENT	1	800.0											False	False
35	M	U	D	WHITE	BRITISH	5	400.0	False	False	False	False	False	False	False	False	False	False	False	False
22	M	D	D	WHITE	FRENCH	1	740.0										True	True	True
63	M	D	D	WHITE	BRITISH	3	430.0	False	False	False	False	True	False	True	True	False	True	False	True
19	F	D	D	UNKNOWN	MUSLIM	4	470.0												False
68	F	U	D	WHITE	NORDIC	4	430.0	False	False	False	True	True	True	True	True	True	True	True	True
61	U	U	U	ASIAN	EASTASIAN	3	630.0	False	False	False	False	False	False	False	False	False	False	False	False
31	U	D	D	UNKNOWN	INDIANSUBCONTINENT	4	710.0												
19	F	U	U	UNKNOWN	HISPANIC	4	500.0												False
56	F	D	D	WHITE	BRITISH	3	370.0	False	False	False	False	False	False	False	False	True	False	True	False
64	F	D	D	WHITE	BRITISH	1	630.0	False	False	False	False	False	False	False	False	False	False	True	False
68	M	U	D	WHITE	JEWISH	3	790.0	False	False	False	False	False	False	True	False	False	False	False	False
21	U	U	D	WHITE	MUSLIM	4	450.0										False	False	False
86	F	U	D	WHITE	BRITISH	2	480.0	True	False	False	False	False	False	False	False	False	False	False	False
23	M	U	D	WHITE	ITALIAN	1	440.0								False	False	False	False	False
61	F	D	D	WHITE	JEWISH	2	510.0	False	False	False	False	True	False	False	False	False	True	False	False
28	F	U	D	WHITE	BRITISH	4	500.0				False	False	False	False	False	False	False	False	False
62	M	U	R	WHITE	EASTEUROPEAN	4	770.0	False	False	False	False	False	False	False	False	False	False	False	False
58	M	R	R	WHITE	EASTEUROPEAN	2	500.0				False	False	False	False	False	False	False	False	False
69	F	D	D	WHITE	BRITISH	1	580.0	False	False	False	False	False	False	True	True	False	False	False	False
40	M	U	U	WHITE	BRITISH	4	670.0	False	False	False	False	False	False	False	False	False	False	False	False
45	M	U	R	WHITE	BRITISH	3	530.0	False	False	False	False	False	False	False	False	True	True	True	True
59	U	U	U	ASIAN	EASTASIAN	2	450.0	False	False	False	False	False	False	False	False	False	False	False	False
67	M	U	D	WHITE	BRITISH	3	500.0	True	False	False	False	True	False	True	False	False	False	False	False
57	M	D	D	WHITE	BRITISH	2	440.0							False	False	False	False	False	False
38	M	D	D	WHITE	BRITISH	3	380.0							False	True	True	True	True	True
60	M	U	U	WHITE	BRITISH	1	480.0	False	False	False	False	False	False	False	False	False	False	False	False
65	M	D	D	WHITE	BRITISH	5	520.0	True	False	False	False	True	False	True	False	True	True	False	True
33	M	D	D	WHITE	BRITISH	3	690.0												False
46	F	U	D	ASIAN	INDIANSUBCONTINENT	1	900.0				False	False	False	False	False	False	False	False	False
50	U	U	U	ASIAN	INDIANSUBCONTINENT	5	500.0			False	False	False	False	False	False	False	False	False	False
41	F	U	D	WHITE	BRITISH	3	730.0				False	False	False	False	False	False	False	False	False
76	F	U	U	WHITE	BRITISH	1	670.0	False	False	False	False	True	False	False	False	False	False	False	False
35	M	D	D	UNKNOWN	BRITISH	1	360.0												
25	F	U	D	WHITE	BRITISH	4	490.0							False	False	False	True	False	False
69	U	D	D	HISPANIC	HISPANIC	5	440.0	False	False	False	False	False	False	False	False	False	False	False	False
78	F	U	D	ASIAN	INDIANSUBCONTINENT	4	840.0										False	False	False
59	F	U	D	WHITE	BRITISH	4	710.0	False	False	False	False	False	False	False	False	False	False	False	False
25	F	U	R	WHITE	BRITISH	4	610.0							True	False	False	True	True	False
81	M	U	R	WHITE	BRITISH	1	720.0	False	False	False	True	True	True	True	True	True	True	True	True
47	U	U	U	UNKNOWN	EASTASIAN	3	490.0												
21	M	U	D	WHITE	BRITISH	5	660.0										True	False	True
61	U	U	R	WHITE	BRITISH	4	420.0	False	False	False	False	False	False	False	False	False	False	False	False
41	M	U	U	WHITE	JEWISH	2	750.0								False	False	False	False	False
74	F	D	D	WHITE	GERMANIC	1		False	False	False	False	False	False	True	False	True	True	True	True
47	M	U	U	WHITE	BRITISH	5	930.0			False	False	False	False	False	False	False	False	False	False
24	F	U	U	WHITE	EASTEUROPEAN	2	490.0							True	False	False	False	False	False
75	U	U	U	ASIAN	BRITISH	3	710.0	False	False	False	False	False	False	False	False	False	False	False	False
45	F	U	U	WHITE	JEWISH	2	530.0								False	False	False	False	False
57	U	U	D	ASIAN	EASTASIAN	4	740.0	False	False	False	False	False	False	True	False	False	False	False	False
61	M	U	D	WHITE	JEWISH	4	670.0	False	False	False	False	False	False	False	False	False	True	False	False
25	U	D	D	UNKNOWN	EASTASIAN	5	530.0												
63	M	U	D	BLACK	FRENCH	5	550.0	False	False	False	False	False	False	False	False	False	False	False	False
43	M	U	D	WHITE	BRITISH	2	680.0										True	False	True
44	M	D	D	WHITE	JEWISH	3	710.0	False	False	False	True	False	True	True	False	True	True	True	True
43	U	U	D	ASIAN	INDIANSUBCONTINENT	1	530.0		False	False	False	False	False	True	False	False	False	False	False
60	M	U	D	WHITE	BRITISH	1	700.0	False	False	False	True	False	False	False	False	False	True	False	False
91	M	D	D	WHITE	JEWISH	1	470.0	False	False	False	True	True	False	True	False	False	True	True	True
66	F	U	D	WHITE	BRITISH	1		False	False	False	True	False	False	True	False	False	False	False	False
34	U	D	D	WHITE	BRITISH	2	540.0	True	False	False	False	True	False	True	False	True	True	True	True
52	U	D	D	UNKNOWN	MUSLIM	4	400.0												
67	M	R	R	WHITE	JEWISH	5	440.0	False	False	False	False	False	False	False	False	False	False	False	False
83	M	U	D	WHITE	BRITISH	2	470.0	False	False	False	True	False	False	False	False	False	False	False	False
54	M	D	D	WHITE	BRITISH	4	580.0	False	False	False	False	False	False	True	False	False	False	False	True
86	F	U	U	UNKNOWN	BRITISH	5	450.0												False
49	M	U	R	WHITE	BRITISH	5	810.0	False	False	False	False	False	False	False	False	False	False	False	False
40	F	U	U	UNKNOWN	EASTEUROPEAN	1													
45	M	U	D	WHITE	BRITISH	5	400.0	False	False	False	False	False	False	True	True	True	True	False	True
96	F	U	D	WHITE	BRITISH	4		False	False	False	False	False	False	False	False	False	False	False	False
37	F	D	D	WHITE	BRITISH	5	450.0	False	False	False	False	False	False	False	False	False	False	False	False
71	M	U	D	WHITE	JEWISH	1	530.0	True	False	False	False	False	False	False	False	False	True	False	True
61	F	D	D	BLACK	BRITISH	4	710.0	False	False	False	False	False	False	False	False	False	False	False	False
36	F	U	D	WHITE	BRITISH	1	530.0				False	False	False	False	False	False	False	False	False
28	M	U	U	UNKNOWN	JEWISH	1	480.0												
32	F	D	D	WHITE	GERMANIC	4	410.0										False	False	False
62	M	D	D	ASIAN	MUSLIM	5	1010.0	False	False	False	False	False	False	False	False	False	False	False	False
76	U	R	R	WHITE	BRITISH	5	580.0	False	False	False	True	True	False	True	True	False	False	True	True
23	M	U	R	WHITE	JAPANESE	2	860.0								False	True	False	False	False
40	U	D	D	BLACK	BRITISH	1								False	False	False	True	False	True
75	U	U	D	WHITE	BRITISH	4	430.0	False	False	False	False	True	False	True	False	False	True	False	False
34	F	R	R	WHITE	INDIANSUBCONTINENT	2	500.0				False	False	False	False	False	False	False	False	False
39	U	U	D	ASIAN	EASTASIAN	1	450.0											True	False
64	F	D	D	WHITE	BRITISH	5	610.0	True	False	False	False	False	True	True	False	True	True	True	True
32	M	R	R	WHITE	ITALIAN	3	430.0		False	False	False	False	False	False	False	False	False	False	False
57	U	D	D	WHITE	BRITISH	1	480.0	False	False	False	True	True	True	True	True	True	True	True	True
29	M	U	U	UNKNOWN	JEWISH	3	540.0												False
57	M	D	D	WHITE	JEWISH	5									False	False	False	False	False
43	M	D	D	WHITE	JEWISH	5	620.0										False	False	False
69	M	U	D	WHITE	BRITISH	2	680.0	False	False	False	False	False	False	False	False	False	False	False	False
79	M	U	D	BLACK	FRENCH	5	410.0	False	False	False	False	False	False	False	False	False	False	False	False
82	F	D	D	WHITE	BRITISH	5	610.0												False
20	U	D	D	WHITE	AFRICANS	5	890.0										False	False	False
36	F	R	R	UNKNOWN	EASTEUROPEAN	3	1020.0												False
55	M	U	D	WHITE	JEWISH	1	620.0										True	True	True
52	F	U	D	ASIAN	ITALIAN	4	370.0			False	False	False	False	False	False	False	False	False	False
70	F	R	R	WHITE	HISPANIC	1	440.0	False	False	False	False	False	False	False	False	False	False	False	False
77	F	U	R	WHITE	BRITISH	5	370.0	False	False	False	False	True	False	False	False	False	False	False	False
54	U	U	U	ASIAN	INDIANSUBCONTINENT	4	530.0										False	False	False
19	F	U	D	WHITE	JEWISH	3	650.0										False	False	False
33	M	U	U	WHITE	JEWISH	1	650.0	False	False	False	False	False	False	False	False	False	False	False	False
32	M	U	D	WHITE	JEWISH	3	640.0	False	False	False	False	False	False	False	False	False	False	False	False
55	U	U	D	ASIAN	HISPANIC	2	900.0	True	False	False	False	False	False	False	False	False	False	False	False
41	F	R	R	WHITE	JEWISH	2	550.0	False	False	False	False	False	False	False	False	False	False	False	False
67	U	U	D	ASIAN	INDIANSUBCONTINENT	2	880.0									False	False	False	True
19	U	D	D	UNKNOWN	INDIANSUBCONTINENT	5	730.0												False
58	F	D	D	HISPANIC	HISPANIC	3	720.0	False	False	False	False	False	False	False	False	False	False	False	False
66	M	U	R	WHITE	BRITISH	4	380.0	False	False	False	False	True	False	False	False	False	False	False	False
52	M	U	D	WHITE	BRITISH	3	590.0	False	False	False	False	False	False	False	False	True	False	True	False
63	M	U	U	WHITE	HISPANIC	5	600.0				False	False	False	False	False	False	False	False	False
21	M	U	U	WHITE	BRITISH	5	500.0											False	False
56	M	D	D	WHITE	BRITISH	1									False	False	False	False	False
73	U	D	D	ASIAN	EASTASIAN	1	180.0											False	True
64	U	U	U	ASIAN	EASTASIAN	2	850.0	False	False	False	True	False	False	False	False	True	False	False	False
61	M	U	D	WHITE	GERMANIC	3	570.0	False	False	False	False	False	False	False	False	False	False	False	False
